Unnamed: 0,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960.0,1102.0,0.0,0.0,0.0,20865.400000000373,26409.0,0.0,0.0,6610703.860719997,5379378.2,31.36,10.66,2.91,23.72
1,1961.0,1234.0,0.0,0.0,0.0,23538.200000001118,26535.0,0.0,0.0,6690243.83328,5447307.8,28.65,8.21,2.85,22.96
2,1962.0,800.0,0.0,0.0,0.0,26211.00000000093,25855.0,0.0,0.0,6821056.63563,5471302.4,24.06,-9.9,2.85,22.69
3,1963.0,478.0,0.0,0.0,0.0,29252.0,27441.0,0.0,0.0,6961089.8867,5671443.0,19.71,-19.15,2.91,22.9
4,1964.0,454.0,0.0,0.0,0.0,31356.0,28838.0,0.0,0.0,7320770.4032,5739245.0,23.27,-8.16,3.0,23.3
5,1965.0,743.0,0.0,0.0,0.0,33858.0,30349.0,0.0,0.0,7445189.80767,5804344.2,26.69,-3.1,3.01,23.0
6,1966.0,787.0,0.0,0.0,0.0,36774.0,28360.0,0.0,0.0,7801078.48615,6134694.8,26.8,1.44,3.1,23.01
7,1967.0,579.0,0.0,0.0,0.0,39907.0,27101.0,0.0,0.0,8064835.59743,6495779.6,25.33,-12.18,3.12,22.53
8,1968.0,1326.0,0.0,0.0,0.0,44484.0,28838.0,0.0,0.0,8408696.969589999,6573604.0,32.95,19.48,3.18,21.99
9,1969.0,1271.0,0.0,0.0,0.0,48575.0,28309.0,0.0,0.0,8810076.48582,6680295.0,29.69,8.41,3.32,21.81
10,1970.0,1005.0,0.0,0.0,0.0,52314.0,29077.0,0.0,0.0,9376066.64581,7248242.6,23.82,-0.91,3.39,21.04
11,1971.0,880.0,0.0,0.0,0.0,57344.0,28360.0,0.0,0.0,9595859.889630001,7092970.8,28.02,-7.76,3.6,21.42
12,1972.0,830.0,0.0,0.0,0.0,64019.0,50917.0,0.0,0.0,9733316.363489999,7549773.0,26.85,-2.24,3.6,20.74
13,1973.0,1700.0,0.0,0.0,0.0,73840.0,97216.0,0.0,0.0,9559534.67428,7509091.8,35.3,19.14,4.75,25.56
14,1974.0,1631.0,0.0,0.0,0.0,85387.0,107576.0,0.0,0.0,9176624.98543,7320330.8,31.88,7.36,9.35,45.6
15,1975.0,1927.0,0.0,0.0,0.0,98804.0,144159.0,0.0,0.0,8415741.68625,7087188.2,27.27,10.2,12.21,54.61
16,1976.0,1068.0,0.0,0.0,0.0,113757.0,182650.0,0.0,0.0,8095614.87307,6899233.4,30.65,2.75,13.1,55.46
17,1977.0,1169.0,0.0,0.0,0.0,130404.0,209460.0,0.0,0.0,7942018.854719997,6599704.0,22.64,-4.81,14.4,57.2
18,1978.0,765.0,0.0,0.0,0.0,149091.0,265268.0,0.0,0.0,7361538.99883,6229490.0,25.69,-6.9,14.95,55.24
19,1979.0,1202.0,0.0,0.0,0.0,171608.0,356524.0,0.0,0.0,7999621.090260001,5904945.2,30.99,15.64,25.1,82.51
20,1980.0,979.0,0.0,0.0,0.0,203073.0,385040.0,0.0,0.0,7966294.778639997,5669128.8,24.36,-6.71,37.42,109.51
21,1981.0,1145.0,0.0,0.0,0.0,245235.0,418837.0,7.292789999999999,1.13406,7786476.1046699975,5481765.6,32.18,6.38,35.75,94.83
22,1982.0,1027.0,0.0,0.0,0.0,260085.0,448800.0,24.32703,3.7963,7302001.16219,5366716.8,26.68,0.83,31.83,79.5
23,1983.0,1107.0,0.0,0.0,0.0,264883.0,493047.0,45.702890000000004,7.15826,6722393.48769,5235520.8,25.75,3.52,29.08,70.34
24,1984.0,1031.0,0.0,0.0,0.0,288637.0,515268.0,54.56803000000001,8.57686,7060735.79078,5247689.2,26.18,-4.04,28.75,66.67
25,1985.0,1401.0,0.0,0.0,0.0,307224.0,574734.0,58.50765,9.22877,6924656.3251399975,5155219.8,29.89,8.61,26.92,60.27
26,1986.0,1972.0,0.0,0.0,0.0,295721.0,615490.0,61.838919999999995,9.78918,7018350.48558,4869714.8,33.53,6.62,14.44,31.72
27,1987.0,2158.0,0.0,0.0,0.0,300667.0,640051.0,67.59878,10.73926,6972153.4878199985,4554605.75014,30.36,15.83,17.75,37.62
28,1988.0,1235.0,3792.0,0.0,0.0,327354.0,658102.0,67.80725,10.8112,7132908.5844800025,4424759.91622,20.96,-9.79,14.87,30.33
29,1989.0,1441.0,9990.0,0.0,0.0,349952.0,675279.0,63.90294,10.22532,7054657.82819,4151047.32184,25.24,-5.67,18.33,35.6
30,1990.0,1794.0,15859.0,0.0,0.0,378943.0,706720.0,53.52456,8.5944,7175830.1776899975,4077495.55489,31.44,3.69,23.19,42.62
31,1991.0,2225.0,19800.0,0.0,0.0,393574.0,674066.0,62.576919999999994,10.08427,7110440.2411,4099176.07183,37.2,16.12,20.2,35.73
32,1992.0,2638.0,24496.0,0.0,0.0,416401.0,685491.0,55.68659,9.00667,7020275.5132300025,3908960.16098,33.6,20.05,19.25,33.04
33,1993.0,1786.0,12407.0,0.0,0.0,443775.0,682967.0,0.0,0.0,7058330.02047,3717387.87724,27.37,7.32,16.75,27.94
34,1994.0,1530.0,28745.0,0.0,0.0,475990.0,660044.0,0.0,0.0,7200826.91362,3592787.7100400007,29.31,0.11,15.66,25.44
35,1995.0,1703.0,36151.0,0.0,0.0,507725.0,664511.0,0.0,0.0,7174481.38227,3482313.55183,27.68,6.27,16.75,26.48
36,1996.0,960.0,35767.0,0.0,83.0,551513.0,709509.0,0.0,0.0,7303998.16577,3455057.85539,24.6,-13.19,20.46,31.4
37,1997.0,1791.0,37358.0,0.0,81.0,606982.0,687914.0,0.0,0.0,7228302.747,3445784.8904699995,34.19,16.2,18.64,27.98
38,1998.0,1425.0,38685.0,0.0,80.0,648156.0,677016.0,0.0,0.0,7253721.6546600005,3252953.18895,27.99,-2.29,11.91,17.6
39,1999.0,1120.0,36760.0,0.0,320.0,683578.0,671988.0,0.0,0.0,6983174.0174,2973143.69376,22.04,-7.51,16.56,23.89
40,2000.0,829.0,37556.0,0.0,492.0,741115.0,632360.0,0.0,0.0,7180897.6136,2970430.43811,27.83,-10.38,27.39,38.29
41,2001.0,1200.0,38163.0,0.0,1188.0,776521.0,578695.0,0.0,0.0,7172333.48481,2951557.72145,29.12,3.97,23.0,31.3
42,2002.0,1123.0,35618.0,0.0,2656.0,788944.0,581167.0,0.0,0.0,6892161.77436,2902191.01745,30.65,3.65,22.81,30.52
43,2003.0,897.0,33437.0,0.0,2570.0,833469.0,594734.0,0.0,0.0,7008036.62594,2846892.68019,24.2,-5.26,27.69,36.26
44,2004.0,1301.0,40435.0,0.0,3138.0,909635.0,572488.0,0.0,0.0,6908959.024130003,2780290.24531,39.36,20.23,37.66,47.98
45,2005.0,1333.0,38232.0,0.0,4237.0,990054.0,595611.0,0.0,0.0,6934171.9275199985,2766663.16518,22.2,-6.76,50.04,61.65
46,2006.0,662.0,41264.0,0.0,6671.0,1088295.0,593495.0,0.0,0.0,7071527.721480003,2752514.92996,25.13,-17.14,58.3,69.64
47,2007.0,1644.0,40955.0,0.0,9006.0,1179214.0,554720.0,0.0,0.0,7548608.94205,2647511.14297,36.2,24.59,64.2,74.44
48,2008.0,1039.0,40727.0,0.0,16225.0,1243387.0,515492.0,26356.18998000001,4495.0813,8228007.778519997,2593041.2897900003,23.8,-11.64,91.48,102.0
49,2009.0,1029.0,41498.0,0.0,20026.0,1166516.0,455507.0,23217.36607,3984.52016,8074816.24109,2646911.2,28.54,-9.11,53.48,59.93
50,2010.0,1262.0,41335.0,8.0,26251.0,1243398.0,426718.30979048647,20756.80929942225,3581.781607087775,7396356.2172300825,2350073.8390599787,27.81,3.15,71.21,78.65
51,2011.0,563.0,39648.0,29.0,30548.0,1344733.0,394825.31937279506,18856.523332902085,3268.788836089941,7096544.570528501,2144890.2345958054,14.7,-31.93,87.04,93.21
52,2012.0,584.0,38441.0,118.0,32214.0,1437893.0,359669.33464304265,17404.14244903662,3028.155248649968,6954153.611396719,1985857.0939041376,24.1,-11.62,86.46,90.72
53,2013.0,480.0,38315.0,161.0,35874.0,1532855.0,321083.21124052716,16309.446907469362,2846.2129989847017,6877209.510713741,1850061.5714886189,26.02,-9.33,91.17,94.25
54,2014.0,386.0,39287.0,280.0,40005.0,1627865.0,278891.395025393,15499.781873045984,2710.902223167839,6827474.6168386275,1725966.429048881,24.01,-9.57,85.6,87.05
55,2015.0,1833.5248783446705,50383.16379756246,243.3679465053379,31091.833383713896,1054748.590396769,232908.8708562339,14917.662201468569,2612.575030058324,6789051.705300897,1607763.0173014554,41.23,24.93,41.85,42.53
56,2016.0,1215.5708180811246,54544.17567121818,247.76157795167146,32330.86280142113,1190524.4540666938,182941.1625900953,14517.578820167895,2544.7994922287944,6755331.691488206,1492526.3671332747,32.58,10.93,46.12346273712689,45.34334281602651
57,2017.0,848.7574977959457,52561.185573507035,232.58761614260268,32637.828821103136,1194618.281582296,128785.38430486759,14262.805109175913,2501.1436822518845,6723566.922371483,1378783.1682285368,26.020490857040443,-0.07378466735094946,50.27031775246161,47.86557419563582
58,2018.0,837.0085900338862,53998.323339423085,234.5832007104314,33241.50575515912,1223172.9993660671,70226.0354097099,14123.800091561658,2477.587645485495,6692614.9330507675,1265792.233716071,31.077496406835326,3.507192930618018,53.63968414130846,49.564251832694644
59,2019.0,449.3598910856717,53965.572778668815,222.06875785550847,33570.3217287957,1247184.0940581486,7038.154312230181,14077.410028649641,2469.307436359097,6662000.943716835,1153179.9490182102,23.796547859452247,-6.414598158479649,56.231561903667796,51.26292946975343
60,2020.0,428.80858029213135,55735.033212294315,221.58760607736855,34045.71271362417,1272038.8983202428,-61015.83524869336,14105.271610455762,2473.8910820874303,6631527.4759026235,1040757.9962750376,27.891985090367864,-2.46535370172559,58.8234396660269,52.96160710681224
