Unnamed: 0,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
0,1960.0,2030.0,0.0,0.0,0.0,22963.700000000186,0.0,0.0,0.0,23086.640180000002,92214.2,31.47,0.69,2.91,23.72
1,1961.0,1788.0,0.0,0.0,0.0,25544.00000000093,0.0,0.0,0.0,30756.64613,109625.8,30.88,1.55,2.85,22.96
2,1962.0,1705.0,0.0,0.0,0.0,28124.30000000074,0.0,0.0,0.0,32189.1505,99261.2,26.81,-11.24,2.85,22.69
3,1963.0,1369.0,122.0,0.0,0.0,30466.0,0.0,0.0,0.0,36478.89032,92637.6,24.53,-20.73,2.91,22.9
4,1964.0,1545.0,192.0,0.0,0.0,32575.0,0.0,0.0,0.0,35044.16502,90485.8,29.29,-8.72,3.0,23.3
5,1965.0,1813.0,181.0,0.0,0.0,37000.0,0.0,0.0,0.0,38375.57053000001,85422.4,34.43,9.4,3.01,23.0
6,1966.0,1820.0,343.0,0.0,0.0,39260.0,0.0,0.0,0.0,37889.18532,82783.4,29.47,-5.9,3.1,23.01
7,1967.0,1970.0,502.0,0.0,0.0,40025.0,0.0,0.0,0.0,37299.52655,79251.2,33.77,9.58,3.12,22.53
8,1968.0,1913.0,426.0,0.0,0.0,44727.0,0.0,0.0,0.0,44951.765,75249.2,34.81,8.71,3.18,21.99
9,1969.0,1891.0,401.0,0.0,0.0,47894.0,0.0,0.0,0.0,40157.87247,70835.4,30.83,0.41,3.32,21.81
10,1970.0,1704.0,375.0,0.0,0.0,46178.0,0.0,0.0,0.0,43142.81181,67819.4,32.68,3.17,3.39,21.04
11,1971.0,1776.0,388.0,0.0,0.0,51704.0,0.0,0.0,0.0,29468.16123,68979.4,29.8,-8.19,3.6,21.42
12,1972.0,1793.0,2125.0,0.0,0.0,56579.0,0.0,0.0,0.0,37998.58999,75342.0,34.37,12.57,3.6,20.74
13,1973.0,1054.0,2980.0,0.0,0.0,62907.0,0.0,0.0,0.0,47641.5479,84761.2,33.18,-0.18,4.75,25.56
14,1974.0,1182.0,416.0,0.0,0.0,63034.0,0.0,0.0,0.0,72762.13885,104521.8,32.52,5.91,9.35,45.6
15,1975.0,1110.0,7176.0,0.0,0.0,67046.0,0.0,0.0,0.0,107903.78661,141636.0,36.64,14.5,12.21,54.61
16,1976.0,1050.0,9901.0,0.0,0.0,78770.0,0.0,0.0,0.0,130939.89446,176441.8,27.92,-10.23,13.1,55.46
17,1977.0,931.0,10231.0,0.0,0.0,89326.0,0.0,0.0,0.0,149097.12747,191197.0,33.91,0.34,14.4,57.2
18,1978.0,1085.0,13104.0,0.0,0.0,99335.0,0.0,0.0,0.0,171194.02093,201068.6,30.96,2.29,14.95,55.24
19,1979.0,1306.0,15139.0,0.0,0.0,105413.0,0.0,0.0,0.0,187078.50134000002,202199.6,32.41,5.84,25.1,82.51
20,1980.0,1200.0,15891.0,0.0,0.0,104134.0,0.0,0.0,0.0,189227.2752,196086.4,31.59,4.98,37.42,109.51
21,1981.0,1240.0,17066.0,0.0,0.0,114676.0,0.0,0.0,0.0,180665.71597000002,189457.0,32.12,5.15,35.75,94.83
22,1982.0,1211.0,15003.0,0.0,0.0,115166.0,0.0,0.0,0.0,180015.29426,182479.6,34.47,8.55,31.83,79.5
23,1983.0,1229.0,16383.0,0.0,0.0,127754.0,0.0,0.0,0.0,163534.10741,184068.8,34.87,4.94,29.08,70.34
24,1984.0,1071.0,14078.0,0.0,0.0,143678.0,0.0,0.0,0.0,168029.57588,177213.2,31.96,1.13,28.75,66.67
25,1985.0,997.0,13452.0,0.0,0.0,153605.0,0.0,0.0,0.0,152602.16005,158340.0,39.22,17.64,26.92,60.27
26,1986.0,721.0,12257.0,0.0,0.0,163458.0,0.0,0.0,0.0,149605.67678,148990.4,34.8,9.95,14.44,31.72
27,1987.0,481.0,14389.0,0.0,0.0,169237.0,0.0,0.0,0.0,168450.05105,150637.6,30.44,-5.81,17.75,37.62
