Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB
1960.0,2399.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0
1961.0,2017.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0
1962.0,2137.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0
1963.0,1551.0,0.0,0.0,0.0,12742.0,0,0.0,0.0,0.0,0.0
1964.0,1532.0,0.0,0.0,0.0,13719.0,0,0.0,0.0,0.0,0.0
1965.0,2131.0,0.0,0.0,0.0,14784.0,0,0.0,0.0,0.0,0.0
1966.0,2052.0,0.0,0.0,0.0,16133.0,0,0.0,0.0,0.0,0.0
1967.0,2072.0,0.0,0.0,0.0,16841.0,0,0.0,0.0,0.0,0.0
1968.0,2391.0,0.0,0.0,0.0,18226.0,0,0.0,0.0,0.0,0.0
1969.0,2158.0,0.0,0.0,0.0,19521.0,0,0.0,0.0,0.0,0.0
1970.0,1904.0,157.0,0.0,0.0,20193.0,0,0.0,0.0,0.0,0.0
1971.0,2230.0,3469.0,0.0,0.0,22083.0,0,0.0,0.0,0.0,0.0
1972.0,2413.0,3294.0,0.0,0.0,24064.0,0,0.0,0.0,0.0,0.0
1973.0,2444.0,5952.0,0.0,0.0,27037.0,0,0.0,0.0,0.0,0.0
1974.0,2020.0,8256.0,0.0,0.0,28694.0,0,0.0,0.0,0.0,0.0
1975.0,2037.0,10293.0,0.0,0.0,32295.0,0,0.0,0.0,0.0,0.0
1976.0,1652.0,10722.0,0.0,0.0,37033.0,0,0.0,0.0,0.0,0.0
1977.0,1821.0,10945.0,0.0,0.0,40686.0,0,0.0,0.0,0.0,0.0
1978.0,2371.0,11718.0,0.0,0.0,45423.0,0,0.0,0.0,0.0,0.0
1979.0,2294.0,10403.0,0.0,0.0,50101.0,0,0.0,0.0,0.0,0.0
1980.0,2115.0,9911.0,0.0,0.0,52899.0,0,0.0,0.0,0.0,0.0
1981.0,2142.0,9719.0,0.0,0.0,57494.0,0,0.0,0.0,0.0,0.0
1982.0,2422.0,10268.0,0.0,0.0,59488.0,0,0.0,0.0,0.0,0.0
1983.0,2556.0,9299.0,0.0,0.0,63170.0,0,0.0,0.0,0.0,0.0
1984.0,2338.0,10745.0,0.0,0.0,70013.0,0,0.0,0.0,0.0,0.0
1985.0,2546.0,10979.0,0.0,0.0,73820.0,0,0.0,0.0,0.0,0.0
1986.0,2419.0,11199.0,0.0,0.0,77824.0,0,0.0,0.0,0.0,0.0
1987.0,1576.0,11311.0,0.0,0.0,82013.0,0,0.0,0.0,0.0,0.0
1988.0,1488.0,11464.0,0.0,0.0,89620.0,0,0.0,0.0,0.0,0.0
1989.0,1476.0,10848.0,0.0,0.0,95216.0,0,0.0,0.0,0.0,0.0
1990.0,2014.0,11226.0,0.0,0.0,100236.0,0,0.0,0.0,0.0,0.0
1991.0,2517.0,10991.0,0.0,0.0,104774.0,0,0.0,0.0,0.0,0.0
1992.0,2402.0,11207.0,0.0,0.0,112972.0,0,0.0,0.0,0.0,0.0
1993.0,2487.0,11465.0,0.0,0.0,120024.0,0,0.0,0.0,0.0,0.0
1994.0,2228.0,11516.0,0.0,0.0,129437.0,0,0.0,0.0,0.0,0.0
1995.0,2378.0,10970.0,0.0,0.0,135311.0,0,582.58668,95.2381,0.0,0.0
1996.0,2696.0,10121.0,0.0,0.0,143444.0,0,580.53332,95.2381,0.0,0.0
1997.0,2483.0,3916.0,0.0,0.0,151035.0,0,578.47999,95.2381,0.0,0.0
1998.0,1747.0,9397.0,0.0,0.0,163831.0,0,576.4266700000003,95.2381,0.0,0.0
1999.0,1985.0,11495.0,0.0,0.0,173620.0,0,575.5866599999998,95.2381,0.0,0.0
2000.0,1986.0,11512.0,0.0,3.0,182408.0,0,574.84001,95.2381,0.0,0.0
2001.0,2056.0,11507.0,0.0,72.0,189229.0,0,574.09333,95.2381,0.0,0.0
2002.0,2515.0,12449.0,0.0,46.0,196373.0,0,2988.56954,496.42857,0.0,0.0
2003.0,1843.0,12215.0,0.0,98.0,204774.0,0,10980.86285,1832.07357,0.0,0.0
2004.0,1981.0,11888.0,0.0,104.0,215990.0,0,15186.05185,2544.9123600000007,0.0,0.0
2005.0,1740.0,9921.0,0.0,93.0,226325.0,0,24299.393819999998,4089.6091,0.0,0.0
2006.0,1679.0,12234.0,0.0,101.0,235787.0,0,29630.69598,5009.178910000001,0.0,0.0
2007.0,1516.0,12910.0,0.0,109.0,243632.0,0,39801.770469999996,6758.87026,0.0,0.0
2008.0,1616.0,12155.0,0.0,487.0,244546.0,0,62456.911439999996,10652.10469,0.0,0.0
2009.0,1394.0,12683.0,0.0,1052.0,244995.0,0,64095.8049,11000.0,0.0,0.0
2010.0,2112.0,13281.0,0.0,1088.0,252875.0,0,,,,
2011.0,2147.0,11560.0,0.0,1188.0,262463.0,0,,,,
2012.0,1522.0,14300.0,0.0,1558.0,272420.0,0,,,,
2013.0,1979.0,11675.0,0.0,1558.0,279996.0,0,,,,
2014.0,2472.0,9447.0,1.0,1618.0,291754.0,0,,,,
