,HYTCP,WYTCP,SOEGP,NUETP
1960,6165.0,0.0,0.0,0.0
1961,5595.0,0.0,0.0,0.0
1962,5982.0,0.0,0.0,0.0
1963,5979.0,0.0,0.0,0.0
1964,6293.0,0.0,0.0,0.0
1965,6641.0,0.0,0.0,0.0
1966,6828.0,0.0,0.0,0.0
1967,6897.0,0.0,0.0,0.0
1968,6746.0,0.0,0.0,0.0
1969,6280.0,0.0,0.0,0.0
1970,7076.0,0.0,0.0,0.0
1971,7469.0,0.0,0.0,0.0
1972,7844.0,0.0,0.0,0.0
1973,8279.0,0.0,0.0,0.0
1974,9686.0,0.0,0.0,0.0
1975,10274.0,0.0,0.0,0.0
1976,10372.0,0.0,0.0,0.0
1977,6749.0,0.0,0.0,0.0
1978,9871.0,0.0,0.0,0.0
1979,9165.0,0.0,0.0,0.0
1980,9507.0,0.0,0.0,0.0
1981,9507.0,0.0,0.0,0.0
1982,11591.0,0.0,0.0,0.0
1983,12771.0,0.0,0.0,0.0
1984,13195.0,0.0,0.0,0.0
1985,10863.0,0.0,0.0,0.0
1986,12153.0,0.0,0.0,0.0
1987,8105.0,0.0,0.0,0.0
1988,6745.0,0.0,0.0,0.0
1989,9349.0,0.0,0.0,0.0
1990,9115.0,0.0,0.0,0.0
1991,8745.0,0.0,0.0,0.0
1992,6654.0,0.0,0.0,0.0
1993,9715.0,0.0,0.0,0.0
1994,7916.0,0.0,0.0,0.0
1995,10989.0,0.0,0.0,0.0
1996,13283.0,0.0,0.0,0.0
1997,14676.0,0.0,0.0,0.0
1998,12936.0,0.0,0.0,0.0
1999,13499.0,0.0,0.0,0.0
2000,10967.0,0.0,0.0,0.0
2001,7223.0,0.0,0.0,0.0
2002,8769.0,0.0,0.0,0.0
2003,8354.0,0.0,0.0,0.0
2004,8462.0,0.0,0.0,0.0
2005,8542.0,0.0,0.0,0.0
2006,11242.0,0.0,0.0,170.0
2007,9022.0,0.0,0.0,172.0
2008,9363.0,0.0,0.0,207.0
2009,10434.0,0.0,0.0,313.0
2010,9154.0,0.0,0.0,441.0
2011,13405.0,0.0,0.0,1307.0
2012,10940.0,0.0,0.0,1891.0
2013,8473.0,0.0,0.0,2460.0
2014,9002.0,0.0,0.0,2806.0
