,HYTCP,WYTCP,SOEGP,NUETP
1960,970.0,0.0,0.0,0.0
1961,836.0,0.0,0.0,0.0
1962,1016.0,0.0,0.0,0.0
1963,1034.0,0.0,0.0,0.0
1964,1056.0,0.0,0.0,0.0
1965,938.0,0.0,0.0,0.0
1966,998.0,0.0,0.0,0.0
1967,928.0,0.0,0.0,0.0
1968,944.0,0.0,0.0,0.0
1969,993.0,0.0,0.0,0.0
1970,1236.0,0.0,0.0,0.0
1971,1585.0,0.0,0.0,0.0
1972,1243.0,0.0,0.0,0.0
1973,1281.0,0.0,0.0,0.0
1974,1415.0,0.0,0.0,0.0
1975,1507.0,0.0,0.0,0.0
1976,1288.0,0.0,0.0,0.0
1977,1072.0,225.0,0.0,0.0
1978,1343.0,609.0,0.0,0.0
1979,1612.0,213.0,0.0,0.0
1980,1717.0,667.0,0.0,0.0
1981,1399.0,749.0,0.0,0.0
1982,1650.0,569.0,0.0,0.0
1983,1871.0,748.0,0.0,0.0
1984,2169.0,55.0,0.0,0.0
1985,2357.0,-32.0,0.0,0.0
1986,2264.0,52.0,0.0,0.0
1987,1818.0,174.0,0.0,0.0
1988,1745.0,660.0,0.0,0.0
1989,1752.0,529.0,0.0,0.0
1990,1420.0,0.0,0.0,0.0
1991,1794.0,0.0,0.0,0.0
1992,1499.0,0.0,0.0,0.0
1993,1912.0,0.0,0.0,0.0
1994,1544.0,0.0,0.0,0.0
1995,2131.0,0.0,0.0,0.0
1996,1820.0,0.0,0.0,0.0
1997,2032.0,0.0,0.0,0.0
1998,1462.0,0.0,0.0,0.0
1999,1562.0,0.0,0.0,0.0
2000,1454.0,0.0,0.0,0.0
2001,1495.0,0.0,0.0,49.0
2002,1209.0,0.0,0.0,139.0
2003,1262.0,0.0,0.0,147.0
2004,1195.0,0.0,0.0,220.0
2005,1415.0,0.0,0.0,776.0
2006,1791.0,0.0,0.0,866.0
2007,1730.0,0.0,2.0,1292.0
2008,2039.0,0.0,18.0,3221.0
2009,1886.0,0.0,26.0,3164.0
2010,1578.0,0.0,42.0,3452.0
2011,2083.0,0.0,92.0,5200.0
2012,1497.0,0.0,150.0,5969.0
2013,1213.0,0.0,234.0,7204.0
2014,1770.0,0.0,241.0,7369.0
